PstId|PhoId|StiBezeichnungS|StiSynonymS
9|87838|Pressbilder|Marknadsföring
10|87275|Interiör|Interiörer
11|87275|Ofullbordade salen|Interiör
15|90043|Marknadsföring|Bild använd i marknadsföring
18|90043|Flagga|Flaggor
20|90043|Utställningar|
21|90043|Vackert vikt|Utställningar
22|90043|Hallwylska museet|Plats bilden kommer ifrån
23|90044|Marknadsföring|Bild använd i marknadsföring
24|90044|Utställningar|
25|90044|Vackert vikt|Utställningar
27|90044|Hallwylska museet|Plats bilden kommer ifrån
28|90045|Pressbilder|Marknadsföring
29|90045|Marknadsföring|Bild använd i marknadsföring
30|90045|Utställningar|
31|90045|Vackert vikt|Utställningar
32|90045|Hallwylska museet|Plats bilden kommer ifrån
33|90045|Stora salongen|Rum Interiörer
34|90045|Joan Sallas|
35|90046|Pressbilder|Marknadsföring
36|90046|Marknadsföring|Bild använd i marknadsföring
37|90046|Utställningar|
38|90046|Vackert vikt|Utställningar
39|90046|Joan Sallas|
40|90046|Hallwylska museet|Plats bilden kommer ifrån
41|90046|Stora salongen|Rum Interiörer
42|90047|Marknadsföring|Bild använd i marknadsföring
43|90047|Pressbilder|Marknadsföring
44|90047|Utställningar|
45|90047|Vackert vikt|Utställningar
46|90047|Joan Sallas|
47|90047|Hallwylska museet|Plats bilden kommer ifrån
48|90048|Marknadsföring|Bild använd i marknadsföring
49|90048|Pressbilder|Marknadsföring
50|90048|Utställningar|
51|90048|Vackert vikt|Utställningar
52|90048|Joan Sallas|
53|90048|Hallwylska museet|Plats bilden kommer ifrån
54|90049|Marknadsföring|Bild använd i marknadsföring
55|90049|Pressbilder|Marknadsföring
56|90049|Utställningar|
57|90049|Vackert vikt|Utställningar
58|90049|Joan Sallas|
59|90049|Hallwylska museet|Plats bilden kommer ifrån
60|90049|Porslinsrummet|Interiör
61|90050|Marknadsföring|Bild använd i marknadsföring
62|90050|Pressbilder|Marknadsföring
63|90050|Utställningar|
64|90050|Vackert vikt|Utställningar
65|90050|Joan Sallas|
66|90050|Hallwylska museet|Plats bilden kommer ifrån
67|90051|Marknadsföring|Bild använd i marknadsföring
68|90051|Pressbilder|Marknadsföring
69|90051|Utställningar|
70|90051|Vackert vikt|Utställningar
71|90051|Joan Sallas|
72|90051|Hallwylska museet|Plats bilden kommer ifrån
73|90052|Marknadsföring|Bild använd i marknadsföring
74|90052|Pressbilder|Marknadsföring
75|90052|Utställningar|
76|90052|Vackert vikt|Utställningar
77|90052|Joan Sallas|
78|90052|Hallwylska museet|Plats bilden kommer ifrån
79|90053|Marknadsföring|Bild använd i marknadsföring
80|90053|Pressbilder|Marknadsföring
81|90053|Utställningar|
82|90053|Vackert vikt|Utställningar
83|90053|Joan Sallas|
84|90053|Hallwylska museet|Plats bilden kommer ifrån
91|90120|Marknadsföring|Bild använd i marknadsföring
92|90120|Publikation|Publikationer
94|90120|Hallwylska museet|Plats bilden kommer ifrån
96|90120|Omslag|
143|90361|Föremålsbild|
144|90361|Fajans|
145|90361|Tallrik|Tallrikar Fat
146|90361|Hallwylska museet|Plats bilden kommer ifrån
147|90364|Föremålsbild|
148|90364|Fajans|
149|90364|Tallrik|Tallrikar Fat
150|90364|Baksida|Baksidor
151|90364|Hallwylska museet|Plats bilden kommer ifrån
152|90366|Föremålsbild|
153|90366|Tallrik|Tallrikar Fat
154|90366|Fajans|
155|90366|Hallwylska museet|Plats bilden kommer ifrån
156|90367|Föremålsbild|
157|90367|Fajans|
158|90367|Tallrik|Tallrikar Fat
159|90367|Fat|Tallrikar
161|90367|Baksida|Baksidor
162|90367|Hallwylska museet|Plats bilden kommer ifrån
163|90368|Föremålsbild|
164|90368|Fajans|
165|90368|Tallrik|Tallrikar Fat
166|90368|Fat|Tallrikar
168|90368|Hallwylska museet|Plats bilden kommer ifrån
169|90369|Föremålsbild|
170|90369|Fajans|
171|90369|Tallrik|Tallrikar Fat
172|90369|Fat|Tallrikar
173|90369|Baksida|Baksidor
174|90369|Hallwylska museet|Plats bilden kommer ifrån
175|90370|Föremålsbild|
176|90370|Fajans|
177|90370|Tallrik|Tallrikar Fat
178|90370|Fat|Tallrikar
180|90370|Hallwylska museet|Plats bilden kommer ifrån
181|90371|Föremålsbild|
182|90371|Fajans|
183|90371|Fat|Tallrikar
184|90371|Tallrik|Tallrikar Fat
185|90371|Baksida|Baksidor
187|90371|Hallwylska museet|Plats bilden kommer ifrån
188|90373|Föremålsbild|
189|90373|Fajans|
190|90373|Fat|Tallrikar
191|90373|Tallrik|Tallrikar Fat
192|90373|Diana|
193|90373|Nymfer|Mytologi
194|90373|Hallwylska museet|Plats bilden kommer ifrån
195|90374|Föremålsbild|
196|90374|Fajans|
197|90374|Fat|Tallrikar
198|90374|Tallrik|Tallrikar Fat
199|90374|Diana|
200|90374|Nymfer|Mytologi
201|90374|Hallwylska museet|Plats bilden kommer ifrån
202|90375|Föremålsbild|
203|90375|Fajans|
204|90375|Apoteksburk|Apoteksburkar
205|90375|Urna|Urnor
207|90375|Hallwylska museet|Plats bilden kommer ifrån
208|90376|Föremålsbild|
209|90376|Fajans|
210|90376|Apoteksburk|Apoteksburkar
211|90376|Urna|Urnor
213|90376|Hallwylska museet|Plats bilden kommer ifrån
214|90377|Föremålsbild|
215|90377|Fajans|
216|90377|Apoteksburk|Apoteksburkar
217|90377|Urna|Urnor
219|90377|Hallwylska museet|Plats bilden kommer ifrån
220|90378|Föremålsbild|
221|90378|Fajans|
222|90378|Apotekskanna|Apotekskannor
223|90378|Kanna|Kannor
225|90378|Hallwylska museet|Plats bilden kommer ifrån
226|90379|Föremålsbild|
227|90379|Fajans|
228|90379|Apotekskruka|Apotekskrukor
229|90379|Urna|Urnor
231|90379|Hallwylska museet|Plats bilden kommer ifrån
233|90380|Föremålsbild|
234|90380|Fajans|
235|90380|Fat|Tallrikar
236|90380|Tallrik|Tallrikar Fat
237|90380|Hallwylska museet|Plats bilden kommer ifrån
239|90381|Föremålsbild|
240|90381|Fajans|
241|90381|Fat|Tallrikar
242|90381|Tallrik|Tallrikar Fat
243|90381|Hallwylska museet|Plats bilden kommer ifrån
244|90382|Föremålsbild|
245|90382|Fajans|
247|90382|Fat|Tallrikar
248|90382|Tallrik|Tallrikar Fat
249|90382|Hallwylska museet|Plats bilden kommer ifrån
250|90383|Föremålsbild|
251|90383|Fajans|
252|90383|Fat|Tallrikar
253|90383|Tallrik|Tallrikar Fat
254|90383|Hallwylska museet|Plats bilden kommer ifrån
255|90384|Föremålsbild|
256|90384|Fajans|
257|90384|Fat|Tallrikar
258|90384|Tallrik|Tallrikar Fat
259|90384|Hallwylska museet|Plats bilden kommer ifrån
260|90385|Föremålsbild|
261|90385|Fajans|
262|90385|Fat|Tallrikar
263|90385|Tallrik|Tallrikar Fat
264|90385|Hallwylska museet|Plats bilden kommer ifrån
265|90386|Föremålsbild|
266|90386|Fajans|
267|90386|Kanna|Kannor
268|90386|Hallwylska museet|Plats bilden kommer ifrån
269|90387|Föremålsbild|
270|90387|Fajans|
271|90387|Kopp|Koppar
272|90387|Fat|Tallrikar
273|90387|Hallwylska museet|Plats bilden kommer ifrån
274|90388|Föremålsbild|
275|90388|Fajans|
276|90388|Kopp|Koppar
277|90388|Fat|Tallrikar
278|90388|Hallwylska museet|Plats bilden kommer ifrån
279|90389|Föremålsbild|
280|90389|Fajans|
281|90389|Teburk|Teburkar
282|90389|Hallwylska museet|Plats bilden kommer ifrån
283|90390|Föremålsbild|
284|90390|Fajans|
285|90390|Tekanna|Tekannor
286|90390|Hallwylska museet|Plats bilden kommer ifrån
287|90391|Föremålsbild|
288|90391|Fajans|
289|90391|Fat|Tallrikar
290|90391|Tallrikar|Fat
291|90391|Hallwylska museet|Plats bilden kommer ifrån
292|90392|Föremålsbild|
293|90392|Fajans|
294|90392|Fat|Tallrikar
295|90392|Tallrikar|Fat
296|90392|Baksida|Baksidor
297|90392|Hallwylska museet|Plats bilden kommer ifrån
391|90393|Fajans|
392|90393|Vas|Vaser
393|90393|Hallwylska museet|Plats bilden kommer ifrån
394|90393|Föremålsbild|
395|90394|Fajans|
396|90394|Vas|Vaser
397|90394|Baksida|Baksidor
398|90394|Föremålsbild|
399|90394|Hallwylska museet|Plats bilden kommer ifrån
400|90395|Fajans|
401|90395|Kopp|Koppar
402|90395|Fat|Tallrikar
403|90395|Föremålsbild|
404|90395|Hallwylska museet|Plats bilden kommer ifrån
405|90396|Fajans|
406|90396|Kopp|Koppar
407|90396|Baksida|Baksidor
408|90396|Föremålsbild|
409|90396|Hallwylska museet|Plats bilden kommer ifrån
410|90397|Fajans|
411|90397|Tallrik|Tallrikar Fat
412|90397|Fat|Tallrikar
413|90397|Föremålsbild|
414|90397|Hallwylska museet|Plats bilden kommer ifrån
415|90398|Fajans|
416|90398|Tallrik|Tallrikar Fat
417|90398|Fat|Tallrikar
418|90398|Föremålsbild|
419|90398|Hallwylska museet|Plats bilden kommer ifrån
420|90399|Fajans|
421|90399|Fat|Tallrikar
422|90399|Tallrik|Tallrikar Fat
423|90399|Föremålsbild|
424|90399|Hallwylska museet|Plats bilden kommer ifrån
425|90400|Fajans|
426|90400|Tallrik|Tallrikar Fat
427|90400|Fat|Tallrikar
428|90400|Föremålsbild|
429|90400|Hallwylska museet|Plats bilden kommer ifrån
430|90401|Fajans|
431|90401|Tallrik|Tallrikar Fat
432|90401|Fat|Tallrikar
433|90401|Föremålsbild|
434|90401|Hallwylska museet|Plats bilden kommer ifrån
435|90402|Fajans|
436|90402|Kakel|
437|90402|Stjärna|Stjärnor
438|90402|Föremålsbild|
439|90402|Hallwylska museet|Plats bilden kommer ifrån
440|90403|Fajans|
441|90403|Fat|Tallrikar
442|90403|Tallrik|Tallrikar Fat
443|90403|Föremålsbild|
444|90403|Hallwylska museet|Plats bilden kommer ifrån
445|90404|Fajans|
446|90404|Bricka|Brickor
447|90404|Fat|Tallrikar
448|90404|Karl XI|Carl XI
449|90404|Föremålsbild|
450|90404|Hallwylska museet|Plats bilden kommer ifrån
451|90405|Fajans|
452|90405|Bricka|Brickor
453|90405|Fat|Tallrikar
454|90405|Baksida|Baksidor
455|90405|Föremålsbild|
456|90405|Hallwylska museet|Plats bilden kommer ifrån
457|90406|Fajans|
458|90406|Kakel|
459|90406|Föremålsbild|
460|90406|Hallwylska museet|Plats bilden kommer ifrån
461|90407|Fajans|
462|90407|Kakel|
463|90407|Föremålsbild|
464|90407|Hallwylska museet|Plats bilden kommer ifrån
465|90408|Fajans|
466|90408|Kakel|
467|90408|Föremålsbild|
468|90408|Hallwylska museet|Plats bilden kommer ifrån
469|90409|Fajans|
470|90409|Bonbonnière|Bonbonjärer
471|90409|Föremålsbild|
472|90409|Hallwylska museet|Plats bilden kommer ifrån
473|90410|Fajans|
474|90410|Bonbonnière|Bonbonjärer
475|90410|Lock|
476|90410|Baksida|Baksidor
477|90410|Föremålsbild|
478|90410|Hallwylska museet|Plats bilden kommer ifrån
479|90411|Fajans|
480|90411|Figur|Figurer
481|90411|Dam|Kvinnor Kvinna Damer
482|90411|Föremålsbild|
483|90411|Hallwylska museet|Plats bilden kommer ifrån
484|90412|Fajans|
485|90412|Figur|Figurer
486|90412|Dam|Kvinnor Kvinna Damer
487|90412|Baksida|Baksidor
488|90412|Föremålsbild|
489|90412|Hallwylska museet|Plats bilden kommer ifrån
490|90413|Fajans|
491|90413|Kopp|Koppar
492|90413|Föremålsbild|
493|90413|Hallwylska museet|Plats bilden kommer ifrån
494|90414|Fajans|
495|90414|Kopp|Koppar
496|90414|Baksida|Baksidor
497|90414|Föremålsbild|
498|90414|Hallwylska museet|Plats bilden kommer ifrån
499|90415|Fajans|
500|90415|Kopp|Koppar
501|90415|Föremålsbild|
502|90415|Hallwylska museet|Plats bilden kommer ifrån
503|90416|Fajans|
504|90416|Kopp|Koppar
505|90416|Föremålsbild|
506|90416|Hallwylska museet|Plats bilden kommer ifrån
507|90417|Fajans|
508|90417|Kopp|Koppar
509|90417|Baksida|Baksidor
510|90417|Föremålsbild|
511|90417|Hallwylska museet|Plats bilden kommer ifrån
512|90418|Fajans|
513|90418|Stop|
514|90418|Föremålsbild|
515|90418|Hallwylska museet|Plats bilden kommer ifrån
516|90419|Fajans|
517|90419|Stop|
518|90419|Föremålsbild|
519|90419|Hallwylska museet|Plats bilden kommer ifrån
520|90420|Fajans|
521|90420|Tallrik|Tallrikar Fat
522|90420|Fat|Tallrikar
523|90420|Föremålsbild|
524|90420|Hallwylska museet|Plats bilden kommer ifrån
525|90421|Fajans|
526|90421|Klockställ|
527|90421|Föremålsbild|
528|90421|Hallwylska museet|Plats bilden kommer ifrån
529|90422|Fajans|
530|90422|Klockställ|
531|90422|Baksida|Baksidor
532|90422|Föremålsbild|
533|90422|Hallwylska museet|Plats bilden kommer ifrån
534|90429|Fajans|
535|90429|Kopp|Koppar
536|90429|Föremålsbild|
537|90429|Hallwylska museet|Plats bilden kommer ifrån
538|90430|Fajans|
539|90430|Kopp|Koppar
540|90430|Baksida|Baksidor
541|90430|Föremålsbild|
542|90430|Hallwylska museet|Plats bilden kommer ifrån
543|90431|Fajans|
544|90431|Tallrik|Tallrikar Fat
545|90431|Fat|Tallrikar
546|90431|Föremålsbild|
547|90431|Hallwylska museet|Plats bilden kommer ifrån
548|90432|Fajans|
549|90432|Kopp|Koppar
550|90432|Fat|Tallrikar
551|90432|Föremålsbild|
552|90432|Hallwylska museet|Plats bilden kommer ifrån
553|90433|Fajans|
554|90433|Stop|
555|90433|Föremålsbild|
556|90433|Hallwylska museet|Plats bilden kommer ifrån
557|90434|Fajans|
558|90434|Stop|
559|90434|Föremålsbild|
560|90434|Hallwylska museet|Plats bilden kommer ifrån
561|90435|Fajans|
562|90435|Stop|
563|90435|Föremålsbild|
564|90435|Hallwylska museet|Plats bilden kommer ifrån
565|90436|Fajans|
566|90436|Stop|
567|90436|Föremålsbild|
568|90436|Hallwylska museet|Plats bilden kommer ifrån
569|90439|Fajans|
570|90439|Stop|
571|90439|Föremålsbild|
572|90439|Hallwylska museet|Plats bilden kommer ifrån
573|90440|Fajans|
574|90440|Stop|
575|90440|Föremålsbild|
576|90440|Hallwylska museet|Plats bilden kommer ifrån
577|90441|Fajans|
578|90441|Tallrik|Tallrikar Fat
579|90441|Fat|Tallrikar
580|90441|Föremålsbild|
581|90441|Hallwylska museet|Plats bilden kommer ifrån
582|86648|Rock|Kläder Dräkter Ytterplagg Rockar
583|86648|Dräkt|Kläder Dräkter
584|86648|Kläder|Dräkter
585|86648|Föremålsbild|
586|86648|Serafimerorden|Ordnar
591|90442|Tallrik|Tallrikar Fat
592|90442|Fat|Tallrikar
593|90442|Signatur|Signaturer Signerat
594|90442|Fajans|
595|90442|Föremålsbild|
596|90443|Flaska|Flaskor
597|90443|Fajans|
598|90443|Föremålsbild|
599|90444|Skålar|
600|90444|Tallrikar|Fat
601|90444|Fat|Tallrikar
602|90444|Fajans|
603|90444|Föremålsbild|
604|90445|Signatur|Signaturer Signerat
605|90445|Fajans|
606|90445|Fat|Tallrikar
607|90445|Föremålsbild|
609|90446|Krus|
610|90446|Fajans|
611|90446|Föremålsbild|
612|90446|Dryckeskärl|
613|90447|Stop|
614|90447|Dryckeskärl|
615|90447|Fajans|
616|90447|Föremålsbild|
617|90447|Kopp|Koppar
618|90448|Kruka|Krukor
619|90448|Fajans|
620|90448|Föremålsbild|
621|90449|Fruktskål|Fruktskålar
624|90449|Skål|Skålar
625|90449|Fajans|
626|90449|Föremålsbild|
628|90450|Fruktskål|Fruktskålar
629|90450|Skål|Skålar
630|90450|Fajans|
631|90450|Föremålsbild|
632|90451|Fajans|
633|90451|Skål|Skålar
634|90451|Föremålsbild|
635|90453|Skål|Skålar
636|90453|Fajans|
637|90453|Föremålsbild|
638|90454|Smörgåsaskar|
639|90454|Fajans|
640|90454|Föremålsbild|
642|90455|Tallrikar|Fat
643|90455|Tallrik|Tallrikar Fat
644|90455|Fajans|
645|90455|Fat|Tallrikar
646|90455|Föremålsbild|
647|90456|Apotekskärl|
648|90456|Kärl|
649|90456|Fajans|
650|90456|Föremålsbild|
652|90457|Skärva|Skärvor
653|90457|Kakelfragment|
654|90457|Fajans|
655|90457|Föremålsbild|
656|90458|Skärva|Skärvor
657|90458|Fajans|
658|90458|Kakelfragment|
659|90458|Föremålsbild|
660|90459|Skärva|Skärvor
661|90459|Fajans|
662|90459|Kakelfragment|
663|90459|Föremålsbild|
664|90460|Skärva|Skärvor
665|90460|Kakelfragment|
666|90460|Fajans|
667|90460|Föremålsbild|
668|90461|Kanna|Kannor
669|90461|Krus|
670|90461|Fajans|
671|90461|Föremålsbild|
672|90462|Kanna|Kannor
673|90462|Krus|
674|90462|Fajans|
675|90462|Föremålsbild|
676|90462|Dryckeskärl|
677|90461|Dryckeskärl|
678|90463|Kanna|Kannor
679|90463|Krus|
680|90463|Dryckeskärl|
681|90463|Fajans|
682|90463|Föremålsbild|
683|90464|Stop|
684|90464|Dryckeskärl|
685|90464|Mugg|Muggar
686|90464|Kopp|Koppar
687|90464|Fajans|
688|90464|Föremålsbild|
689|90447|Mugg|Muggar
690|90465|Fat|Tallrikar
691|90465|Tallrikar|Fat
692|90465|Tallrik|Tallrikar Fat
693|90465|Fajans|
694|90465|Föremålsbild|
695|90466|Kanna|Kannor
696|90466|Krus|
697|90466|Dryckeskärl|
698|90466|Fajans|
699|90466|Föremålsbild|
700|90467|Fajans|
701|90467|Korgar|
704|90467|Föremålsbild|
705|90468|Fajans|
707|90468|Skål|Skålar
708|90468|Fat|Tallrikar
709|90468|Föremålsbild|
710|90469|Figur|Figurer
711|90469|Carnevaler|
712|90469|Narr|Gycklare
713|90469|Clown|Clowner
714|90469|Fajans|
715|90469|Prydnader|
716|90469|Föremålsbild|
717|90470|Figur|Figurer
718|90470|Prydnader|
719|90470|Fajans|
720|90470|Narr|Gycklare
721|90470|Clown|Clowner
722|90470|Carnevaler|
723|90470|Prins Carneval|
724|90470|Föremålsbild|
725|90469|Prins Carneval|
726|90471|Signatur|Signaturer Signerat
727|90471|Fajans|
728|90471|Prins Carneval|
729|90471|Föremålsbild|
730|90472|Fat|Tallrikar
731|90472|Tallrik|Tallrikar Fat
732|90472|Signatur|Signaturer Signerat
733|90472|Fajans|
734|90472|Föremålsbild|
735|90473|Fat|Tallrikar
736|90473|Tallrik|Tallrikar Fat
737|90473|Fajans|
738|90473|Föremålsbild|
739|90474|Fat|Tallrikar
740|90474|Fajans|
741|90474|Föremålsbild|
742|90475|Fajans|
743|90475|Signatur|Signaturer Signerat
744|90475|Föremålsbild|
745|90476|Stop|
746|90476|Dryckeskärl|
747|90476|Mugg|Muggar
748|90476|Fajans|
749|90476|Föremålsbild|
750|90477|Fat|Tallrikar
751|90477|Tallrikar|Fat
752|90477|Fajans|
753|90477|Föremålsbild|
754|90478|Signatur|Signaturer Signerat
755|90478|Fajans|
756|90478|Föremålsbild|
757|90479|Fat|Tallrikar
758|90479|Fajans|
759|90479|Tallrik|Tallrikar Fat
760|90479|Föremålsbild|
761|90480|Signatur|Signaturer Signerat
762|90480|Fajans|
763|90480|Föremålsbild|
764|90481|Fat|Tallrikar
765|90481|Tallrik|Tallrikar Fat
766|90481|Fajans|
767|90481|Föremålsbild|
768|90482|Figur|Figurer
769|90482|Prydnader|
770|90482|Lejon|Djur
771|90482|Djur|
772|90482|Fajans|
773|90483|Fat|Tallrikar
774|90483|Tallrik|Tallrikar Fat
775|90483|Fajans|
776|90483|Föremålsbild|
777|90484|Signatur|Signaturer Signerat
778|90484|Fajans|
779|90484|Föremålsbild|
780|90485|Kanna|Kannor
781|90485|Fajans|
782|90485|Fat|Tallrikar
783|90485|Föremålsbild|
784|90486|Fat|Tallrikar
785|90486|Fajans|
786|90486|Signatur|Signaturer Signerat
787|90486|Föremålsbild|
788|90487|Fat|Tallrikar
789|90487|Tallrik|Tallrikar Fat
790|90487|Fajans|
791|90487|Föremålsbild|
792|90488|Fat|Tallrikar
793|90488|Fajans|
794|90488|Föremålsbild|
795|90489|Signatur|Signaturer Signerat
796|90489|Fajans|
797|90489|Fat|Tallrikar
798|90489|Föremålsbild|
799|90490|Signatur|Signaturer Signerat
800|90490|Fajans|
801|90490|Föremålsbild|
802|90491|Blomställ|
803|90491|Fajans|
804|90491|Krukor|
805|90491|Föremålsbild|
806|90492|Karotter|Terriner
807|90492|Fajans|
808|90492|Föremålsbild|
809|90493|Signatur|Signaturer Signerat
810|90493|Fajans|
811|90493|Föremålsbild|
812|90494|Fat|Tallrikar
813|90494|Tallrikar|Fat
814|90494|Föremålsbild|
815|90494|Fajans|
816|90495|Figur|Figurer
817|90495|Prydnader|
818|90495|Herde|Herdar
820|90495|Fajans|
821|90495|Föremålsbild|
822|90496|Signatur|Signaturer Signerat
823|90496|Figur|Figurer
824|90496|Fajans|
825|90496|Föremålsbild|
826|90496|Herde|Herdar
827|90497|Fat|Tallrikar
830|90497|Tallrikar|Fat
831|90497|Fajans|
832|90497|Föremålsbild|
833|90498|Signatur|Signaturer Signerat
834|90498|Fajans|
835|90498|Föremålsbild|
836|90499|Fat|Tallrikar
837|90499|Tallrik|Tallrikar Fat
838|90499|Fajans|
839|90499|Föremålsbild|
840|90500|Flaskor|
841|90500|Flaska|Flaskor
842|90500|Fajans|
843|90500|Föremålsbild|
844|90501|Dryckeskärl|
845|90501|Kanna|Kannor
846|90501|Krus|
847|90501|Fajans|
848|90501|Föremålsbild|
849|90502|Kruka|Krukor
850|90502|Urna|Urnor
851|90502|Fajans|
852|90502|Föremålsbild|
854|90503|Krukor|
855|90503|Kruka|Krukor
856|90503|Urna|Urnor
858|90503|Fajans|
859|90503|Föremålsbild|
860|90504|Vas|Vaser
861|90504|Fajans|
862|90504|Föremålsbild|
863|90505|Fat|Tallrikar
864|90505|Tallrik|Tallrikar Fat
865|90505|Fajans|
866|90505|Föremålsbild|
867|90506|Miniatyr|Miniatyrer
868|90506|Kamingarnityr|
869|90506|Fajans|
870|90506|Föremålsbild|
871|90507|Karotter|Terriner
872|90507|Fajans|
873|90507|Föremålsbild|
874|90508|Kanna|Kannor
875|90508|Kannor|Kanna
876|90508|Fajans|
877|90508|Dryckeskärl|
878|90508|Tillbringare|Kanna Kannor
879|90508|Föremålsbild|
880|90452|Prydnader|
881|90452|Fajans|
882|90452|Gurka|Gurkor
883|90452|Föremålsbild|
884|90509|Urna|Urnor
886|90509|Fajans|
887|90509|Föremålsbild|
888|90510|Kruka|Krukor
889|90510|Blomkruka|Blomkrukor
890|90510|Wilhelm Kåge|Keramik
891|90510|Fajans|
892|90510|Föremålsbild|
893|90511|Wilhelm Kåge|Keramik
894|90511|Signatur|Signaturer Signerat
895|90511|Fajans|
896|90511|Blomkruka|Blomkrukor
897|90511|Föremålsbild|
898|90512|Ask|Askar
899|90512|Wilhelm Kåge|Keramik
900|90512|Fajans|
901|90512|Föremålsbild|
902|90512|Bonbonnière|Bonbonjärer
903|90513|Signatur|Signaturer Signerat
904|90513|Wilhelm Kåge|Keramik
905|90513|Fajans|
906|90513|Bonbonnière|Bonbonjärer
907|90514|Ask|Askar
908|90514|Bonbonnière|Bonbonjärer
909|90514|Wilhelm Kåge|Keramik
910|90514|Fajans|
911|90514|Föremålsbild|
912|90515|Signatur|Signaturer Signerat
913|90515|Wilhelm Kåge|Keramik
914|90515|Bonbonnière|Bonbonjärer
915|90515|Fajans|
916|90515|Föremålsbild|
917|90516|Kopp|Koppar
918|90516|Cloetta|
919|90516|Fajans|
920|90516|Föremålsbild|
921|90517|Skål|Skålar
922|90517|Wilhelm Kåge|Keramik
923|90517|Fajans|
924|90517|Föremålsbild|
925|90518|Skål|Skålar
926|90518|Wilhelm Kåge|Keramik
927|90518|Fajans|
928|90518|Föremålsbild|
929|90519|Signatur|Signaturer Signerat
930|90519|Wilhelm Kåge|Keramik
931|90519|Fajans|
932|90519|Föremålsbild|
933|90520|Skål|Skålar
934|90520|Wilhelm Kåge|Keramik
935|90520|Fajans|
936|90520|Föremålsbild|
937|90521|Skål|Skålar
939|90521|Wilhelm Kåge|Keramik
940|90521|Fajans|
941|90521|Föremålsbild|
942|90522|Signatur|Signaturer Signerat
943|90522|Wilhelm Kåge|Keramik
944|90522|Fajans|
945|90522|Föremålsbild|
946|90523|Fat|Tallrikar
947|90523|Tallrik|Tallrikar Fat
948|90523|Fajans|
949|90523|Föremålsbild|
950|90523|Gustavsberg|Gustafsberg
951|90523|Gustafsberg|Gustavsberg
952|90524|Gustafsberg|Gustavsberg
953|90524|Gustavsberg|Gustafsberg
954|90524|Signatur|Signaturer Signerat
955|90524|Fajans|
956|90524|Föremålsbild|
957|90524|Wennerberg|
958|90525|Teburk|Teburkar
959|90525|Fajans|
960|90525|Wilhelm Kåge|Keramik
961|90525|Föremålsbild|
962|90519|Gustavsberg|Gustafsberg
963|90515|Gustavsberg|Gustafsberg
969|90529|Bonbonnière|Bonbonjärer
970|90529|Fajans|
971|90529|Grönsak|Grönsaker
972|90529|Föremålsbild|
973|90530|Signatur|Signaturer Signerat
974|90530|Fajans|
975|90530|Föremålsbild|
976|90531|Figur|Figurer
977|90531|Prydnader|
979|90531|Fajans|
980|90531|Föremålsbild|
981|90532|Signatur|Signaturer Signerat
982|90532|Fajans|
983|90532|Föremålsbild|
984|90533|Figur|Figurer
985|90533|Figurgrupp|Figurgrupper
986|90533|Fajans|
987|90533|Puttisar|Änglar Mytologi Cheruber
988|90533|Föremålsbild|
989|90534|Figur|Figurer
991|90534|Fajans|
992|90534|Dräkt|Kläder Dräkter
993|90534|Föremålsbild|
994|90535|Signatur|Signaturer Signerat
995|90535|Fajans|
996|90535|Föremålsbild|
997|90536|Kandelaber|Ljusstake Ljusstakar
998|90536|Kandelabrar|Ljusstakar Ljusstake
999|90536|Figur|Figurer
1000|90536|Föremålsbild|
1001|90536|Fajans|
1003|90537|Signatur|Signaturer Signerat
1004|90537|Föremålsbild|
1005|90537|Fajans|
1006|90538|Kruka|Krukor
1007|90538|Krukor|
1008|90538|Urna|Urnor
1010|90538|Fajans|
1011|90538|Föremålsbild|
1012|90539|Signatur|Signaturer Signerat
1013|90539|Fajans|
1014|90539|Kruka|Krukor
1015|90539|Föremålsbild|
1016|90541|Senapsburkar|
1017|90541|Fajans|
1018|90541|Föremålsbild|
1019|90542|Signatur|Signaturer Signerat
1020|90542|Senapsburkar|
1021|90542|Fajans|
1022|90542|Föremålsbild|
1023|90543|Skål|Skålar
1024|90543|Fajans|
1025|90543|Föremålsbild|
1026|90544|Signatur|Signaturer Signerat
1027|90544|Fajans|
1028|90544|Föremålsbild|
1029|90545|Teburk|Teburkar
1030|90545|Fajans|
1031|90545|Djurmotiv|Djur
1032|90545|Föremålsbild|
1033|90546|Signatur|Signaturer Signerat
1034|90546|Fajans|
1035|90546|Teburk|Teburkar
1036|90546|Föremålsbild|
1037|90547|Vas|Vaser
1038|90547|Urna|Urnor
1040|90547|Fajans|
1041|90547|Föremålsbild|
1042|90548|Signatur|Signaturer Signerat
1043|90548|Fajans|
1044|90548|Föremålsbild|
1045|90548|Vas|Vaser
1046|90549|Vas|Vaser
1047|90549|Fajans|
1049|90549|Djur|
1050|90549|Trappa|Trappor
1051|90549|Föremålsbild|
1052|90550|Signatur|Signaturer Signerat
1053|90550|Fajans|
1054|90550|Föremålsbild|
1055|90550|Vas|Vaser
1056|90551|Terriner|
1057|90551|Karotter|Terriner
1058|90551|Fajans|
1059|90551|Föremålsbild|
1060|86281|Aarschot|
1062|90552|Signatur|Signaturer Signerat
1063|90552|Terriner|
1064|90552|Fajans|
1065|90552|Föremålsbild|
1066|90553|Askfat|
1068|90553|Örnar|Rovfåglar Djur Rovfågel
1069|90553|Djur|
1070|90553|Fajans|
1071|90553|Föremålsbild|
1072|90554|Askfat|
1073|90554|Figur|Figurer
