AusId|AusTitelS|AusOrtS|std_year|AusJahrS|AusDatumVonD|AusDatumBisD|AufAufgabeS|AobObjId
227|Jakt|Läckö|1973||1973-05-15 00:00:00|1973-08-15 00:00:00|Livrustkammaren|43478;39986;39814;39739;38551;40053;40052;39991;39990;39989;40059;39987;43477;39985;40730;40320;40358;40758;48171;48173;38229;39988;39834;43480;40057;41550;40368;40379;47990;40153;40760;48177;40185;43476;39519;46540;39531;39529;38554;36974;43460;43479;38232;40759;39744;38228;48241;48240;48239;39797;48174;37820;45532;48243;39809;48244;39958;39957;39956;40733;40732;40731;40729;40728;43485;41596;43262;40060;38231;38230;38738;47445;47444;44427;44426;48242;48202;38227;48200;48205;48204;41992;41658;43474;48172;48246;48245;48203;41556;40038;40039;40040;40041;40042;40043;40747;40748;39533;39521;40037;41380;40750;41557;40162;40587;40757;40755;40751;40058;40753;40754;40756;40155;40025;40061;40062;40063;40064;40065;40036;40763;39506;40022;40024;40026;40032;40035;40034;40033;40023;40752;40027;40031;40030;40029;40028
230|Musket, Roer en Pistolet||1974||1974-07-01 00:00:00|1974-09-15 00:00:00|Livrustkammaren|47696;41179;39632;47698;47692;47689;47686;43612;41696;41238;41194;41178;38569;39633;41978;41979;41977
233|Brunkeberg||1975||1975-01-20 00:00:00|1975-03-20 00:00:00|Livrustkammaren|43158;47612;47611;47610;39866;39827;43485;43519;43560;49296;43160;43134;43133;43130;43162
234|Mosaiska församlingen 200 år||1975||1975-04-15 00:00:00|1975-06-01 00:00:00|Livrustkammaren|39138
235|Allt för jakt||1975||1975-09-12 00:00:00|1975-10-10 00:00:00|Livrustkammaren|40763;40760;43474;39486;40759;43480;43479;43478;43477;43476;43467;40067;49569;48115;39729;39523;39847;43475;40066
238|The Arts of Islam||1976||1976-04-08 00:00:00|1976-07-04 00:00:00|Livrustkammaren|42745;42734;55912;45578
239|Vasadynastin i Polen||||||Livrustkammaren|59187;60011;59193;59191;59190;59189;59188;59192;59186;60017;60016;60015;60014;60012;59194;42872;60013;62736;67674;67673;42873;59200;60008;60010;64362;62737;59195;67645;52108;59199;59198;59197;59196;62738;62722;62728;62727;62726;43359;62725;42871;60009;62723;62731;62721;39146;49570;36756;58545;49573;48174;62724;62712;60007;62720;62719;62718;62717;62716;62715;62729;62713;62730;62711;62710;62735;62734;62733;62732;62714
242|Universitetet 500 år||1976-1978||1976-12-06 00:00:00|1978-01-13 00:00:00|Livrustkammaren|46740;46739
243|Träff och verkan||1977||1977-03-18 00:00:00|1977-07-01 00:00:00|Livrustkammaren|47819;47826;47827
244|Hästen||1977||1977-06-17 00:00:00|1977-08-07 00:00:00|Livrustkammaren|64364;54212;52195;62808;52194;52193;52192;54213;52190;62807;43339;43338;42827;66248;36463;52191;66003;36462;67679;66010;66008;66006;61961;66004;46537;64365;65996;65995;45747;52187;61962;66005;69913;43733;42799;45746;45745;67906;62710;54110;62711;53672;40173;40919;40918;62810;54129;54111;54125;36464;54211;54132;61217;61214;62721;44239;36465;54131;54130;54128;62814;62809;62806;44240;45423;61220;61221;61222;61223;61224;61225;61226;67445;53711;61216;67630;53706;53710;53709;53705;53704;67444;61227;61211;62811;62819;62813;62812;62816;61219;62817;61218;61212;53708;53707;61213;67821;67823;61215;67822
246|Stadens tidmätare||1977||1977-09-17 00:00:00|1977-11-06 00:00:00|Livrustkammaren|36483
247|Livrustkammarens basutställning||1978||1978-09-23 00:00:00||Livrustkammaren|36663;42929;38569;38568;49313;38565;40729;45756;38278;45185;48422;40240;37553;41276;47686;37581;46537;44154;44155;44303;44304;43593;43594;41607;41608;48760;40379;39723;39511;39776;39840;50174;46259;39523;50250;38557;39387;41137;40430;42819;39477;54913;42227;39618;39335;41151;41150;50203;52846;43926;40213;40232;39851;48177;45194;37820;40759;39489;42943;39628;48200;48201;48202;48203;42950;46605;48171;54208;44323;48174;47444;47445;48185;48187;40066;42997;41992;55364;50404;42283;66967;47477;43758;43759;44278;43995;43996;42303;42304;42745;45578;45579;45580;42271;47685;37579;45196;47360;39643;45195;46200;43733;42956;47370;41685;41772;46473;47422;45581;50202;40429;39649;47692;44295;52841;40270;40249;41132;41575;45805;41759;45828;50204;50207;55150;42734;47790;40243;59974;50087;40824;40825;40823;47190;47436;47435;51965;47439;40351;47438;47437;41194;41193;39530;41313;41312;46510;40876;46586;39506;39582;44493;46491;46199;52839;39658;46508;39538;39611;50935;39623;51966;52068;52618;48161;56956;56957;43925;46507;48162;46484;41232;42961;46670;42931;46496;40327;46573;40191;42939;50309;40370;46485;40568
248|Calligraphy in the Arts of the||1978-1979||1978-12-01 00:00:00|1979-12-01 00:00:00|Livrustkammaren|47790
249|Vapentekniska museet, basutställnigen||1979-2010||1979-05-23 00:00:00|2010-01-29 00:00:00|Livrustkammaren|39654;52583;52584;44042;39400;40340;64119;49578
251|Basutställningen||1980-1982||1980-03-24 00:00:00|1982-02-07 00:00:00|Livrustkammaren|65608
255|Etsat stål||1979-1980||1979-06-01 00:00:00|1980-01-31 00:00:00|Livrustkammaren|46195;59396;41919;47221;41478;42220;41921;41920;42457;42274;46456;40886;58643;58642;41974;42109;47092;42307;46140;41517;42116;48104
256|Gustav III:s kröning||1979-1980||1979-12-20 00:00:00|1980-02-01 00:00:00|Livrustkammaren|37946;36987;38411;37944
257|KSSS 150-år||1979-1980||1979-12-05 00:00:00|1980-12-05 00:00:00|Livrustkammaren|67994;50860;50859;49788;49787;49786;49785
260|Kronprinsdopet||1979||1979-08-27 00:00:00|1979-09-24 00:00:00|Livrustkammaren|52980
261|Basutställningen||1980||1980-04-30 00:00:00||Livrustkammaren|45921;45920
264|Firenze e la Toscana dei Medici||1980||1980-03-15 00:00:00|1980-09-30 00:00:00|Livrustkammaren|39557
265|I Grevens tid||1980||1980-04-18 00:00:00|1980-10-15 00:00:00|Livrustkammaren|50267;42511;61178
266|Maria Theresia und ihre Zeit||1980||1980-04-29 00:00:00|1980-10-26 00:00:00|Livrustkammaren|52236;52234;52233;55591;55590;55588;52229;52235;55589;55586;55587
267|Wittelsbach und Bayern||1980||1980-06-10 00:00:00|1980-10-19 00:00:00|Livrustkammaren|47274;47148;57867;59443
268|Welt im Umbruch||1980||1980-06-28 00:00:00|1980-09-28 00:00:00|Livrustkammaren|55278
269|Magnus Gabriel de la Gardie||1980||1980-06-10 00:00:00|1980-08-12 00:00:00|Livrustkammaren|59765;59764;59766;59767;55567;55568;55569;55570;55571;59763;59760;55572
270|Princely Magnificense||1980-1981||1980-01-01 00:00:00|1981-01-01 00:00:00|Livrustkammaren|56724;56727;56725;56726;56728;56729
271|Basutställningen||1981||1981-05-01 00:00:00|1981-01-01 00:00:00|Livrustkammaren|42749
272|Maktens symboler||1981-1982||1981-11-22 00:00:00|1982-01-19 00:00:00|Livrustkammaren|56583
273|Jacob Hägg||1981||1981-04-28 00:00:00|1981-12-31 00:00:00|Livrustkammaren|37321
274|Adelig prak och folklig möda||1981||1981-06-04 00:00:00|1981-08-15 00:00:00|Livrustkammaren|45154;45158;45157;45155
275|Ivösjöbygdens natur och kultur||1981||1981-04-23 00:00:00|1981-09-30 00:00:00|Livrustkammaren|52838;52840
277|Gustav II Adolf 350 år efter Lützen||1982-1984||1982-11-05 00:00:00|1984-09-15 00:00:00|Livrustkammaren|52847;66967;42304;52848;39966;37820;67772;41989;46321;47418;67893;67773;46016;69093;36468;36467;64440;36466;40798;67771;46539;41667;41668;68062;42303;48255;47167;41650;41651;52836;40807;40803;54187;67961;52447;47360;47370;47013;47784;36469;60893;40896;60021;55543;55544;60894;46542;60019;36779;54184;47690;40809;40828;40812;40813;49304;49305;46543;45164;56957;58021;58019;44333;58020;36470;60020;42746;69915;45165;66074;46549;62170;62169;40808;54183;42283;40897;68494;47477;45581;56956;45580;45579;42745;45196;45195;45194;56381;67895;41759;68003;47700;47702;47703;45578;52801;57312;40596;67894;56283;41652;52811;79274
278|ICOM Costume Committee meeting||1982-1984||1982-05-24 00:00:00|1984-05-28 00:00:00|Livrustkammaren|54171;64098;69480;69479;64116;64115;54165;54164;54142;54174;54172;54173;64070;54145;54152;54153;54143;63751;63279;63654;63715;63788;63731;63849;54159;63984;70022;63671;54146;54133;63735;63725;54140;63275;68370;64084;54155;62697
279|Karl XII||1982||1982-06-17 00:00:00|1982-09-30 00:00:00|Livrustkammaren|37581;62603;42187;44304;42960
280|1000 år i Sverige ...||1982-1984||1982-03-08 00:00:00|1984-12-31 00:00:00|Livrustkammaren|56778;56782;42533;56783;56785;56779;56787;42528;56788;56777;56776;59958;56775;56772;56771;56773;56780;56774;66009;66007;42492
281|invigningsutställningen||1982-1983||1982-09-01 00:00:00|1983-01-15 00:00:00|Livrustkammaren|43812
282|Erik XIV på Åbo slott||1982-1983||1982-12-01 00:00:00|1983-06-01 00:00:00|Livrustkammaren|67678;45546
283|Svenska jaktvapen||1982||1982-08-23 00:00:00|1982-09-02 00:00:00|Livrustkammaren|42960;54445;46603;46586;42914;46594
284|Dalupproret||1983||1983-02-11 00:00:00||Livrustkammaren|45902;45901;55475;37606;47086;52424
285|Norrbotten upp||1982-1983||1982-02-26 00:00:00|1983-04-17 00:00:00|Livrustkammaren|43240
286|Hunden||1983||1983-06-12 00:00:00|1983-08-15 00:00:00|Livrustkammaren|39962;43461;41989;42071;43464;47444;47445;44408;51042;36692;46513;39757;36691;41914;41906;41871;42072;39522;41991;37735
288|SSPD visar posthistoria||1983||1983-09-09 00:00:00|1983-11-20 00:00:00|Livrustkammaren|39127
290|Tre Karlar||1984-1985||1984-11-01 00:00:00|1985-11-01 00:00:00|Livrustkammaren|39700;61371;61372;61373;62119;62120;37550;67901;39529;55572;39724;40700;52575;52572;52570;52569;38980;67990;67902;47358;62161;62162;62163;56814;56376;62157;56375;67989;67988;67987;67986;55567;48760;56815;48753;41060;46743;49574;49571;47717;49322;46566;48774;46565;47445;46749;46748;46747;46746;46745;42763;48780;42839;47001;41123;41124;41125;40876;41147;46742;42456;50179;45418;42960;43958;45425;50178;49589;49581;42196;62156;39335;46744
291|Snapphanen var mans bössa||1984||1984-02-11 00:00:00||Livrustkammaren|45453;40247;42820;47936;52644;52645;49552;52688;40318;55303;47069;40249;40280;49312;44304;49366;40271;42534;57105;48893;52836;52838;46492;42813;49006;42805;40260;46515;63138;46507;39612;54446;39628;52845;39631;52841
293|Barn||1984||1984-04-29 00:00:00|1984-12-01 00:00:00|Livrustkammaren|58229;58230
294|Der dreissigjährige Krieg ...||1984||1984-06-01 00:00:00||Livrustkammaren|39715;40816;47698;46324;53912;41757;41898;47378;51587
295|Gustav III:s italienska resa||1984||1984-03-15 00:00:00||Livrustkammaren|40759;40760
296|Kring alla tiders mat||1984||1984-06-12 00:00:00||Livrustkammaren|49046;49045;55330;62487;55328;62484;49044;62680;41478;49043;49042;49040;49038;49037;49036;55331;55329;55327;49035;49051;42140;42136;36744;49054;49053;36759;42138;49052;36745;49050;49049;49048;49047;44440;44439;36760;49041;62483;62679;61358;48902;55333;55334;42137;36757;55332;49039;36758;42141;49022;54489;42139;55335;49021;36727;49026;49025;49024;49023;45956;45955;45954;45953;45952;45951;49028;45949;49029;49020;49019;49018;49017;49016;49000;48999;48998;61975;48997;48996;48995;48994;45950;54494;55326;49034;55325;55324;49033;49031;55323;41387;44438;54488;54490;54491;62815;48993;48988;48992;48991;49030;54492;48989;54495;48986;48985;48984;48983;48982;48990
297|En gång Danmark||1984||1984-06-07 00:00:00||Livrustkammaren|38980
298|Mare Balticum||1984||1984-11-19 00:00:00||Livrustkammaren|48413;40281;40387
299|Islamiskt i de kungliga samlingarna||1984||1984-11-19 00:00:00||Livrustkammaren|43958;44333;45579;45195;45194;43995;41720;47477;66900;42745;43790;42303;43996;42304;45581;45580;45578;47360;45196;44334;47790;42734;58201;43656;37579;47190;43192;46129;40429;56956;56957;41608;41607;47191
300|Künstlerfamilie Sommer||1985||1985-01-29 00:00:00|1985-02-15 00:00:00|Livrustkammaren|55357
301|Bernadottekröningar||1985||1985-03-05 00:00:00||Livrustkammaren|55631;37030;54213;39108;46537;64101;64102;55630;44436;44437;54212
303|Islam - Konst och Kultur||1985||1985-05-02 00:00:00||Livrustkammaren|43234;43237;46247;56269;56982;61930;56271;46267;39093;56272;56274;45639;43233;55912;55965;56276;68008;55907;68009;68010;43998;55905;62240;43235;62202;56270;56275
304|Försörjning i fält||1985-1986||1985-05-11 00:00:00|1986-02-01 00:00:00|Livrustkammaren|37651
312|Posthistorisk forskning||1985||1985-12-17 00:00:00||Livrustkammaren|39153
313|Kung Sol i Sverige||1986||1986-03-11 00:00:00|1986-05-19 00:00:00|Livrustkammaren|67411;67414;67827;54245;67413;67412;45742
314|Allt för sjön||1986||1986-02-27 00:00:00||Livrustkammaren|66002
315|Hästen||1986||1986-04-10 00:00:00|1986-08-28 00:00:00|Livrustkammaren|44047
316|Kongekniver||1986||1986-07-01 00:00:00||Livrustkammaren|41551;41338;41520;41479;41519
317|Brudklänningar||1986-1987||1986-06-19 00:00:00|1987-09-08 00:00:00|Livrustkammaren|62594;62595;63283;62145;62147;63284;60445;60446;62146;53886;53885;62593
318|Brasilien||1986-1987||1986-10-20 00:00:00|1987-05-08 00:00:00|Livrustkammaren|37444;37436;37443;37445;37464;37465;37437
319|Barn i slott och koja||1986||1986-05-01 00:00:00|1986-11-10 00:00:00|Livrustkammaren|46922;56918;56917;56919;56920;56921;61229;48041;40146;48042;42163;55725;61163;37004;37003;42201;42198;56287;68064;37005;54208;45761;47499;61228;56304;42992;50002;42162;48043;57295;52980;68010;68009;54211
320|Sztuka na Dworze Ksiazat Pomorze||1986-1987||1986-12-19 00:00:00|1987-03-15 00:00:00|Livrustkammaren|52811;45532
322|Kungligt klädd||1987-1989||1987-04-12 00:00:00|1989-12-30 00:00:00|Livrustkammaren|58016;54171;54172;51802;48202;55544;42915;43141;58018;45583;46016;46146;46473;48185;48187;42209;48201;40759;47616;49708;50434;50435;51645;51699;51700;51505;51729;51728;48200;57377;54174;55479;55543;58017;51508;58010;58009;58008;57993;57459;42909;57458;51880;58116;60893;37066;37162;37427;37543;37819;39176;39455;58117;55552;46803;63877;64081;64080;64071;64070;46259;67904;54140;67905;46826;46828;57319;51707;51710;54141;67987;51708;51711;55611;55610;68003;67990;67389;67988;63756;67986;67985;67946;67939;67937;67936;67989;51702;64065;56285;56244;56095;56094;56093;56287;56061;56374;51701;55838;55808;55804;51513;55630;56062;58121;63755;61373;61371;58247;58230;57312;51703;56385;68038;56383;56378;51706;56376;56375;51705;58229;51712;51512;51596;51510;58082;51506;51726;51727;58083;51507
323|Praktgåvor från Oskar II:s ...||1987-1988||1987-02-02 00:00:00|1988-05-06 00:00:00|Livrustkammaren|37329;37330
324|I välstånd och aska||1987||1987-03-26 00:00:00||Livrustkammaren|56724;56726
325|Snapphanen||1987||1987-06-26 00:00:00|1987-09-01 00:00:00|Livrustkammaren|45453;43553;55074;39631;41658;46515;43508;47936;39647;55303;45774;49366;47069;52688;61034;52644;52845;42820;55014;55251;40318;41986;63138;61039;49552;48256;51026;47090;41404;40947;40948;44304;40249;40280;40260;40271;43610;39612;43609;39628;42805;54446;46507;46516;52841;42813;46492;49006;39625;48893;52836;52838
326|Revolver m:1887||1987||1987-10-26 00:00:00|1987-11-29 00:00:00|Livrustkammaren|40852;40851;40914;40915
328|Christian IV||1988||1988-03-29 00:00:00|1988-09-30 00:00:00|Livrustkammaren|47784;47167;55091;39722;44494;47418;47013;46557;59427;47148;46542;46543;60894;39719;55090
329|The Spirit Sings||1988||1988-03-29 00:00:00||Livrustkammaren|57198;60376;57197;57196;57195;57194;60765
330|Sweden - A Royal Treasury||1988-1989|1988-1989|1988-04-12 00:00:00||Livrustkammaren|42789;61427;40941;45532;62747;49305;49304;44492;44491;56506;67785;56517;66370;45844;61418;40823;61425;61498;61412;67631;42283;67896;67895;67894;68062;67893;56729;56728;61447;42756;43009;45841;45840;45839;45838;45837;42588;42587;42586;42585;42584;42583;40942;42581;37606;42755;42754;40569;42562;42561;42563;42560;42559;42558;40825;40824;56725;42582;42589;56727;62722;62721;62760;62759;62758;62757;62756;62755;62754;62753;62752;67961;55423;46554;42590;61499;47359;62746;62745;62744;62743;62742;62741;62740;50089;47611;56503;62713;45845;56724;36458;36457;36465;36464;36463;36462;54580;54579;62719;62718;62725;62716;56726;62712;62711;62710;64362;62738;62737;62736;62728;62734;62727;62726;67962;62717;45842;53696;45855;62715;62714;62733;62732;62731;62730;62729;45857;62724;45858;61714;62751;40090;40089;40648;54119;56488;53699;53698;53697;67897;62750;62749;62748;40174;40096;67626;67625;43008;67627;45856;67898;40095;61170;60934;42456;42452;42450;45574;45573;45572;45860;45859;47358;66011;56815;56814;45575;42762;42761;43860;66017;66015;45421;40627;62723;66014;66116;45854;45853;45852;45851;45850;45849;45848;45847;45846;66013;61211;66012;61228;67901;61219;61218;61217;61216;61215;61229;61214;61220;61212;54132;36461;42016;67905;67904;41238;41237;67899;67903;67902;61213
331|New Sweden 1638-1655||1988||1988-03-01 00:00:00||Livrustkammaren|60765
333|Änkehertiginnan Teresia||1988||1988-05-19 00:00:00|1988-09-09 00:00:00|Livrustkammaren|63735;58309;39189;63738;63737;63734;58310;63736;39190;46802;46805;39257;39256;39242;39194;39179;63733
334|Medeltiden||1988||1988-06-01 00:00:00|1988-08-21 00:00:00|Livrustkammaren|63369;63361;63371;63373;63372;63370;63368;63367;63366;63365;63364;63362;63360;63359;49296;63363;47537
335|När Sverige blev svenskt||1988||1988-09-02 00:00:00|1988-10-05 00:00:00|Livrustkammaren|43485
336|Himla skönt||1989-1990||1989-02-01 00:00:00|1990-06-30 00:00:00|Livrustkammaren|59064;59069;45748;59063;59065;59067;59071;59072;59062
337|Mille ans de tradition chret...||1988-1989||1988-11-01 00:00:00|1989-03-01 00:00:00|Livrustkammaren|42045
338|Drottning Louise - en minnesbild||1988-1989||1988-12-26 00:00:00|1989-04-01 00:00:00|Livrustkammaren|51496;51495;51639;51640;51642;51641
339|Ryska kyrkan 1000 år||1988-1989||1988-12-11 00:00:00|1989-01-29 00:00:00|Livrustkammaren|56112
340|Deutsches Orden||1988||1988-12-11 00:00:00||Livrustkammaren|46554
341|Basutställningen||1989-1991||1989-01-17 00:00:00|1991-01-17 00:00:00|Livrustkammaren|37330;37329
343|Grönländsk konst - natur||1989||1989-02-27 00:00:00|1989-05-07 00:00:00|Livrustkammaren|63269
344|Karl XIV Johan och Örebro||1989||1989-05-29 00:00:00|1989-08-31 00:00:00|Livrustkammaren|55193;68040;46466;47498;63545;42853;62132
345|S:t Barthelemy||1989||1989-04-15 00:00:00||Livrustkammaren|45814
346|Lejonet och Kronan||1989||1989-06-14 00:00:00|1989-08-13 00:00:00|Livrustkammaren|59387;59872;59386;59871;59388;45959;45428;64373;59866;36506;47277;58736;36508;36503;36504;36505;36507;59867;59236;59870;59238;59239;59240;58600;59865;59868;59869;45960
347|Engsö slott 500 år||1989||1989-04-20 00:00:00|1989-08-31 00:00:00|Livrustkammaren|39622
348|K.Hovkapellet||1989||1989-05-02 00:00:00|1989-05-29 00:00:00|Livrustkammaren|45920;45921
349|Människan och tiden||1989||1989-06-11 00:00:00|1989-08-16 00:00:00|Livrustkammaren|37697;36483;37698;37696;37695;37691;37659;37658;37687;36566;36565;36768
350|Kungligt - kyrkligt||1989||1989-06-05 00:00:00|1989-11-01 00:00:00|Livrustkammaren|57265
352|Vagnar||1989||1989-07-15 00:00:00|1989-08-07 00:00:00|Livrustkammaren|66115
353|Traffic||1989||1989-10-18 00:00:00||Livrustkammaren|54241;54244
354|Östergötland||1989-1990||1989-11-07 00:00:00|1990-03-16 00:00:00|Livrustkammaren|47613;41385;52069;52068
356|Finska kriget 1788-1790||1990-1991||1990-04-26 00:00:00|1991-01-06 00:00:00|Livrustkammaren|57226;43851;55511;55498;55508;55510;55499;55509;41953;43850;46500;56464;44409;58015;42930;42929;41952
357|Drottning Kristinas kröningsvagn||1990||1990-05-17 00:00:00||Livrustkammaren|40569;42563;42559;42560;42756;42562;42754;42755;42558;42779;45852;45853;45854;45855;45856;42587;45858;42561;45860;45851;42778;45857;42780;42781;42782;66011;66012;66013;66014;66015;66016;42777;42584;42588;42581;42582;45859;42583;45850;42585;42586;45837;45838;45840;45841;45842;45843;45844;45845;45846;45847;45848;45849;45839;66116
360|Akademiska smycken o insignier||1990||1990-03-01 00:00:00|1990-03-31 00:00:00|Livrustkammaren|50862;50863
361|Människan och tiden||1990||1990-03-31 00:00:00|1990-09-30 00:00:00|Livrustkammaren|37698;37659;37696;37695;37691;37687;37658;36768;36565;36483;37697;36566
363|Lejonet och kronan||1990||1990-03-19 00:00:00|1990-07-15 00:00:00|Livrustkammaren|45959;59871;45428;64373;47277;45960;59388;59387;59872;59870;59869;59868;59238;59386;59237;59867;59239;59240;58600;59865;60114;59236
364|Om kvinnan och skönheten||1990||1990-06-10 00:00:00|1990-08-15 00:00:00|Livrustkammaren|55602;55601
365|Den svenska monarkins historia||1990||1990-06-06 00:00:00|1990-06-14 00:00:00|Livrustkammaren|47689;43006;43005;45143;45144;42162;42163
366|Rovfåglar||1990||1990-05-24 00:00:00|1990-09-16 00:00:00|Livrustkammaren|39093;48171;42997;44374;48173
368|Le Roi Gustave III et le Théatre||1990||1990-05-29 00:00:00|1990-08-01 00:00:00|Livrustkammaren|58222;60068;60069;60070;60067;60074;60071;58033;65745;66313;59797;59798;59799;60072;60063;60065;60064;66368;62780;60073;51296;58032;65846;60066
369|Gustaviansk utställning||1990||1990-05-29 00:00:00||Livrustkammaren|60996
371|Pojkdrömmar||1990-1991||1990-10-19 00:00:00|1991-04-07 00:00:00|Livrustkammaren|58600;59239;59240;59237;54208;61228;42016;59236;59238;61229
372|Erik XIV:s kröning||1991-1992||1991-01-25 00:00:00|1992-01-25 00:00:00|Livrustkammaren|36909;62618
373|Skepp i strid||1991-2003||1991-05-01 00:00:00|2003-12-11 00:00:00|Livrustkammaren|58615;54185;36604;53641;66702;39655;58614;58976;45900;59427;56797
374|Basutställningen||1991-1993||1991-05-06 00:00:00|1993-05-06 00:00:00|Livrustkammaren|40822;59960;43484;58983;40821;48173;41478;36727;37536;42468
375|Skepp i strid||1991||1991-08-20 00:00:00||Livrustkammaren|56797
376|Bevarandets hemlighet||1991-1992||1991-05-14 00:00:00|1992-02-15 00:00:00|Livrustkammaren|55864;40585;55952;43645;55882;55849;37553;55872;62119;62120;55963;55861;40174;37819;56014;42303;41455;55992;56007;53280;53441;61333;42304;55885;43867;63932;42315;57459;57458;57988;54141;54140;51604;48103;48381;40429;55875;60069;61709;42704;54641;61717;56925;56924;51321;56068;64116;55877;53227;56509;40172;68077;47219;68555;57989;68066;68067;58008;57997;57998;58000;58001;51322;64115;47699;39938;68076;39672;63259;41594;43455;55893;41724;40556;67648;53637
377|Hästen||1991||1991-02-24 00:00:00|1991-09-20 00:00:00|Livrustkammaren|59502
378|Bernadotter i politik o kulturliv||1991||1991-06-15 00:00:00|1991-08-21 00:00:00|Livrustkammaren|39408;41389;38945;38943;38944;38942;42239;42240;42241;53228;41005;41390;39349;41765;43179;40614;67884;67885;37799;47498;50583;40611;40612;40613;39348;40615;39342;39343;39344;39345;39346;39347;41599;50592;67883;67881;67882;37330;37329;51694;46537;49186;45756;62132;50595;40763;50593;43460;46010;39868;56780;42326;50594;62297;46011;46012;62526;62527;50582;50586;50591;42327
379|Med scepter og krone||1991||1991-06-22 00:00:00|1991-09-01 00:00:00|Livrustkammaren|68011;45815;57848
380|Jakt||1991||1991-08-01 00:00:00|1991-10-01 00:00:00|Livrustkammaren|37742;48177;47987;36726;62680;62491;45975;42073;42072;42071;40379;42997;46605;63951;47986;64107;48197;48196;47617;47616;43007;47985;46641;48902;62492
382|1792||1992||1992-03-07 00:00:00|1992-08-30 00:00:00|Livrustkammaren|67949;40429;58064;58063;58061;58062
383|Uppror - Husby bygdespel||1991||1991-06-24 00:00:00|1991-07-01 00:00:00|Livrustkammaren|37606
384|Empiren i Sverige||1991-1992||1991-10-15 00:00:00|1992-03-29 00:00:00|Livrustkammaren|54163;62153;54162
386|Stormaktstidens Stockholm||1991-1992||1991-11-04 00:00:00|1992-11-04 00:00:00|Livrustkammaren|40789;63877
387|Din käpp och stav ...||1991||1991-10-11 00:00:00|1991-11-30 00:00:00|Livrustkammaren|45981
388|The Dawn of the Golden Age ...||1993-1994||1993-12-10 00:00:00|1994-03-03 00:00:00|Livrustkammaren|47700;47689;42663;42662;42661
389|Brev från Karl XII:s fälttåg||1991-1992||1991-12-18 00:00:00|1992-12-15 00:00:00|Livrustkammaren|45155;45425
390|Gustaviansk balett||1992||1992-03-15 00:00:00|1992-06-15 00:00:00|Livrustkammaren|65865;65864;65862;65863
391|Basutställningen||1992-1994||1992-05-26 00:00:00|1994-05-26 00:00:00|Livrustkammaren|50204
393|Ordensutställning||1993-2003||1993-04-30 00:00:00|2003-09-24 00:00:00|Livrustkammaren|46596;56084;56083;56082;42853;42852;42147;42146;63991;57663;45659;37499;42908;38857;56091;38870;37498;45658;36593;50119;36682;37996;63295;56085;37509;38432;37998;37997;66977;37244;38431;38742;38427;38428;63338;46150;38465;38466
394|Riddarlek och tornerspel||1993-1995||1993-04-30 00:00:00|1995-04-30 00:00:00|Livrustkammaren|52900;57988;66162;55484;60021;61993;61717;61716;61720;61721;58668;61719;57523;46321;63480;56284;42610;62806;44239;62800;60019;58646;52324;52325;52326;58785;58642;58643;61718;58645;56283;58647;58648;46539;47231;47230;55796;58644;55800;60064;60065;60066;60068;60069;62780;55788;55799;60020;58033;56154;57242;57214;57524;60070;55797;65732;55790;55789;55791;55792;55793;58032;55795;55536;55537;56257;60063;58222;66368;55794
395|Attentatet mot Gustav III||1992||1992-03-01 00:00:00|1992-09-30 00:00:00|Livrustkammaren|55139;42126
396|Scotland and Scandinavia||1995||1995-01-01 00:00:00||Livrustkammaren|40941;40942;41404;41652
397|Mästares verk - tidernas utst.||1992||1992-05-10 00:00:00|1992-09-06 00:00:00|Livrustkammaren|36565;36483;37687;37695;37696;37698;37691;36566;37658;37659;37697
398|Stormaktstid||1992||1992-06-14 00:00:00|1992-08-23 00:00:00|Livrustkammaren|58274;42187;42186;41948;58279;36779;45166;41652
399|Bernadotter i bild||1992||1992-06-18 00:00:00|1992-08-05 00:00:00|Livrustkammaren|68037;62132;68036
400|Sven Rinman||1992-1993||1992-07-30 00:00:00|1993-01-06 00:00:00|Livrustkammaren|37157;37158
401|Jacques Callot||1992-1993||1992-11-01 00:00:00|1993-01-15 00:00:00|Livrustkammaren|58872;46335;41785;59344;59343;41876;58611
404|Stockholm dansar och ler||1992-1993||1992-10-22 00:00:00|1993-03-21 00:00:00|Livrustkammaren|55624;55623
405|Det tryckta ordet||1992-1993||1992-10-16 00:00:00|1993-04-04 00:00:00|Livrustkammaren|47432
406|Palmanova Fortezza d'Europa||1993||1993-06-01 00:00:00|1993-11-01 00:00:00|Livrustkammaren|40825;40823;40824
407|Tre Konungar på Åbo slott||1993||1993-04-02 00:00:00|1993-08-31 00:00:00|Livrustkammaren|60008;62744;62747;63371;60009;62745;68077;60007;60010;36756;46544;57994;63370;59502;62618;62741;47537;50087;66057;63365;62740;63366;63367;62746;59504;50404;63364;63363;62742;62743;63362;63373;63372;50088;62759;62757;62756;62755;62754;62748;60016;62753;62752;62758;62749;60011;60012;60013;60014;41081;63368;63360;41082;62751;63361;60015;63359;59503;54179;54178;63369;68043
