AusId|AusTitelS|AusOrtS|std_year|AusJahrS|AusDatumVonD|AusDatumBisD|AufAufgabeS|AobObjId
541|Gustav IV Adolfs kröning||2000||2000-03-12 00:00:00|2000-06-12 00:00:00|Livrustkammaren|55644;46754;46767;46766;46765;46763;67862;46761;46760;46759;46758;46757;46768;46755;46764;46753;46456;46136;37660;38951;38950;37797;55645;55643;64093;64092;46756;68022;46458;68026;68025;46762;68023;46769;43820;41946;42129;67867;56287;46779;46778;46777;46776;46775;46774;46773;46772;46771;46770;46780;68024
543|Svåra ting||||||Livrustkammaren|43158
544|Vermeer and the Delft School||2001||2001-03-05 00:00:00|2001-05-27 00:00:00|Livrustkammaren|42662;42661;42663
545|Konungen reser|Helsingfors|2000-2001||2000-06-05 00:00:00|2001-01-05 00:00:00|Livrustkammaren|56503;56501;56508;56516;56527;67942;67943;67944;67945;57993;45927;48772;48773;55498;55499;58015;57459;57988;36479;50089;46443;68663;68664;68666;36478;36477;36476;36475;36474;36473;36472;67985;47433;47432;47611;57458;68665
546|Sköna Juveler||2000||2000-06-08 00:00:00|2000-10-15 00:00:00|Livrustkammaren|37554;38614;37727;37700;36697;37712;37699;37737;36670;37643;37690
547|"Aptitretaren"||2000-2001||2000-09-15 00:00:00|2001-02-15 00:00:00|Livrustkammaren|56958;43850;42304;42303;45590;43851;43989;43990;55718
549|Kunglig tid||||||Livrustkammaren|37659;45532;37698;37697;37696;37695;37691;37658;55528;36483;37687
550|Det lilla extra - Ur kungliga damers garderob||2000-2001||2000-10-17 00:00:00|2001-01-30 00:00:00|Livrustkammaren|63738;63737;63734;54151;48404;54150;57763;62268;47033;63736;57906;63733;58278;64098;39205;68785;39252;68038;57377;57368;57375;36519;36511;36739;39181;51849;57428;57505;57905;36743;57502;51628;51516;48387;48566;48599;48361;66276;51842;46803;48571;57765;57766;56812;56813;63283;63284;57740;68035;46828;46826;48710;63735
551|"Galenpannan" - Gustav IV Adolf i porträttkonsten||2000||2000-05-25 00:00:00|2000-09-10 00:00:00|Livrustkammaren|37630;45539
552|Äktenskap, kärlek och barnafödande - 1600-talets kvinnoroll||2000||2000-06-11 00:00:00|2000-08-20 00:00:00|Livrustkammaren|41992;45535;83780
554|Månen||2000-2001||2000-10-06 00:00:00|2001-03-11 00:00:00|Livrustkammaren|36780
555|Tre Katarinor, renässansens kvinna i Åbo||2001-2002||2001-03-14 00:00:00|2002-01-28 00:00:00|Livrustkammaren|58960
556|Harlequin Unmasked: The Commedia dell'arte in Eighteenth-Century Europe|George A Gardiner Museum of Ceramic Art, Toronto|2001-2002|2001|2001-09-20 00:00:00|2002-01-20 00:00:00|Livrustkammaren|65862;65863
557|Quasi centrum Europae||2002||2002-06-20 00:00:00|2002-10-06 00:00:00|Livrustkammaren|62733;62734;62735;62736;62737;64362;62728;62713;62712;62715;62716;62711;62710;62732;62738;62723;62717;62718;62719;62720;62730;62722;62731;62729;62721;62714;62727;62726;62725;62724
559|Ryssland och Sverige under 1600-talet||||||Livrustkammaren|60894;40784;40783;56503;52824;47277;39317;60022;44305;41604;41605;56508;56506;56509;56511;56514;56504;40844;41606;67894;56240;44303;55867;46016;40845;66383;67895;55887;58960;67904;47432;50212;50404;56957;41607;44304
560|Tureholmsmontern||2001||2001-03-20 00:00:00||Livrustkammaren|46546;69913;40941;40942;46542;52003;50070;52898;50071;46557;41665;41600;47502;55120;55167;54544;46543;54543
561|Hunt for Paradise: Court Arts of Safavid Iran 1501-1576||2003-2004||2003-10-16 00:00:00|2004-06-27 00:00:00|Livrustkammaren|47191;42018;42017;47790
562|Fursten, om Hertig Karl och hans slott||||||Livrustkammaren|59062
563|Les arts décoratifs sous Louis XIII||2002||2002-04-09 00:00:00|2002-07-08 00:00:00|Livrustkammaren|42588;42753;67899;42587;45575;45574;67898;67902;45572;67901;45573;67897;68044
564|"Parures Triomphales"||2003||2003-03-15 00:00:00|2003-07-15 00:00:00|Livrustkammaren|62757;62754;62755;62746;62745;62743;39545;62740;62753;62744;54579;62756;54580;62741;62749;62742;62752;62750;62747;62748;62751
565|Konung Gustav VI Adolf som arkeolog, mecenat och samlare; Viterbo, Italien||2001||2001-09-13 00:00:00|2001-10-14 00:00:00|Livrustkammaren|50589;50586;50588;50600;50583;50549;50592;50593;50555;50556;50603;50604;50594;50595;50582
566|Östermalma Jaktvårdsskola||2001-2004||2001-05-01 00:00:00|2004-06-30 00:00:00|Livrustkammaren|40150
567|Tre Kronor och Tre Stjärnor (Riga)||2001||2001-08-17 00:00:00|2001-12-02 00:00:00|Livrustkammaren|48773;38142;38141;38140;38144;48772;69999;38143;55384;37554;36663
568|Vårt gemensamma kulturarv||2003-2004||2003-06-12 00:00:00|2004-06-30 00:00:00|Livrustkammaren|46458;48773;48772;46459
569|Kungliga silverbröllopet 2001||2001||2001-05-08 00:00:00|2001-06-30 00:00:00|Livrustkammaren|68438;68440;68439
570|De dansk-svenske krige 1563-1720||2001-2002||2001-10-05 00:00:00|2002-10-05 00:00:00|Livrustkammaren|59585;41475;41393;55090;55091
571|Grännas tillkomst o Per Brahe d.y.  (prel. namn)||2002-2003||2002-05-01 00:00:00|2003-03-31 00:00:00|Livrustkammaren|50267;47274
572|"L'empire de la mode"||2004||2004-05-01 00:00:00|2004-10-31 00:00:00|Livrustkammaren|55610;55611
573|"1805, l'année d'Austerlitz"||2005||2005-05-01 00:00:00|2005-10-31 00:00:00|Livrustkammaren|42235;45909;45756;49186;62132;49187
574|Gustav III:s bröllopsdräkt (utst.titel??)||2001-2002||2001-12-05 00:00:00|2002-02-24 00:00:00|Livrustkammaren|67848;67849;67850;63883;55497;63882
575|"L'Escalade de 1602"||2002-2003||2002-10-01 00:00:00|2003-01-31 00:00:00|Livrustkammaren|59971;45166;59164
576|Gustaf VI Adolfs grävningar i Italien||2002-2003||2002-07-06 00:00:00|2003-04-30 00:00:00|Livrustkammaren|50593;50586;50600;50592;50555;50556;50603;50604;50594;50595;50583
578|Modelejon||2002|2002|2002-09-01 00:00:00||Livrustkammaren|62169;67902;67938;56004;55883;55882;55873;55872;55887;55867;55861;62106;62108;56003;55963;55869;55868;55863;55568;62107;55566;64064;55877;55876;55875;58014;58013;57639;58011;57640;55565;55564;55563;55562;55561;62109;62163;58012;67990;67936;55853;55852;57634;57633;55851;55862;55849;61372;67989;67988;67987;67986;67903;55850;67899;62162;62161;62103;62102;57632;57631;67937;62119;61371;67898;67897;55576;55575;55574;61373;55569;62120;47350;37696;37695;62157;62156;40649;61252;56014;55884;55578;47351;47001;47358;58207;55843;55567;41948;55878;64063;57319;57318;56430;56285;57300;37697;62152;55577;58279;55554;55553;55552;55580;55579;48410;57215;62150;57998;57997;58203;67993;58218;57630;57867;62151;67389;55571;55570;62149;62148;55573;55572;57629;63933;62238;70085;70086;63929;63928;58000;64010;58001;63932;64062;64061;67592;67591;67390;55953;64011;67774;42594;56403;56404;56405;56406;56407;58201;67809;67962;55879;67690;67691;57312;60893;67901;56408;56399;37727;67894;67895;67896;68494;62170;68003;56378;50909;57188;62124;62125;67961;67985;56385;58202;56377;56381;57726;57727;57728;57729;56387;56388;56396;56390;57723;56382;56383;56384;63864;63877;64065;56389;57716;67812;57199;57200;57201;57712;57713;57725;57715;57724;57717;57718;57719;57720;57721;57722;57162;57714;57621;48172;60021;60020;60019;47167;47378;57164;56820;58019;57620;56278;56814;56815;56279;57710;56821;55958;37711;68489;68488;68487;56376;56375;37782;55959;37736;55957;55992;55956;55955;58021;58020;56398;56374;57155;57709;55754;68225;68226;57706;57707;41463;57154;41462;57156;57157;57158;57159;57160;57161;55954;65752;36698;57163;67939;47935;57335;57711;59980;55753;36697;57341;39444;46541;46555;44494;55543;55544;41461;61276;58031;68432;68431;68430;68429;55807;56345;44240;67848;56924;57992;42016;36461;67905;63480;61993;58018;55493;67942;56093;56094;56095;58247;55804;55808;55838;56188;56187;56189;67943;67945;64071;56392;40099;40177;44239;56186;67810;55874;64066;67773;67772;67771;62800;56400;44366;56395;56397;58027;57266;57705;54143;41898;67445;56805;56804;56803;56802;40687;67449;67448;36614;67446;56242;67444;67443;67442;54118;54117;54116;67944;67447;59856;56015;62806;62807;62808;64070;62810;58017;65850;59834;57526;62843;61068;61069;58539;58540;58541;55847;50067;55793;54115;54119;55943;55788;55789;55790;65851;55792;62811;41377;48421;48761;57523;57524;57525;55791;62809;58009;57988;57458;57459;67855;67856;58008;55581;58010;58016;67858;48205;48204;45583;56925;42226;46473;60014;55582;60007;60008;60009;60010;60011;60012;60013;67839;60015;58083;60017;58082;67838;60016;67904;59986;59984;59983;59982;59985;59981;59990;59988;59991;59992;59993;59989;59987;82088;82092;82091;82090;82089;82082;82081;82080;82079;82118;82093;82491;82149;82505;82504;82503;82502;82501;82500;82499;82498;82494;82507;82492;82508;82490;82484;82483;82117;82155;82094;82153;82152;82151;82150;82493;82212;82224;82223;82222;82221;82220;82219;82218;82217;82216;82215;82506;82213;82154;82211;82210;82209;82207;82206;82205;82512;82511;82510;82509;82214;82106;80906;82116;82148;82114;82482;82112;80163;82111;82110;82109;82120;82107;82115;82105;82104;82103;82102;82101;82100;82099;82098;82097;82096;82095;82108;82141;79698;82147;82146;82145;82144;82143;82113;82142;82121;82140;82139;82138;82123;82122;82130;82124;82125;82127;82128;82129;82126;32489;24907;24906;21405;22063;23540;36453;34157;21861;32490;36454;32854;32853;32852;32851;32850;32849;32848;32285;33042;21419;21889;26788;21922;28407;21880;16347;16878;14121;16759;16196;17107;16438;16741;16956;16616;16575;16391
579|Riddartid - sköna riddare och tappra jungfrur||2002||2002-02-16 00:00:00|2002-06-09 00:00:00|Livrustkammaren|58616;43461;49717;45762;50253;43110;47894;47095;59481;55240;49682;48099;44347;50201;48109;40158;61251;41263;59950;49310;49322;42102;41211;40596;40602;46704;59164;59966;58751;59212;57548;58799;59159;49420;59158;58784;59463;59918;58972;59599;58959;62801;62802;58644;58645;59648;59645;59617;59616;59635;59636;58601;49136;58592;59210;58859;59166;57547;59060;59563;40157;59175;51519;49134;68077;48549;52088;48259;58732;58670;59887;55414;57546;46403;51862;59036
580|Drottning Kristina||2002-2003||2002-05-24 00:00:00|2003-01-10 00:00:00|Livrustkammaren|36727;37712
582|Silverskatter från svensk stormaktstid - Läckö||2002||2002-06-08 00:00:00|2002-08-25 00:00:00|Livrustkammaren|40429;36727;47001;37690;37699;69632;69631;69630;54099;36462;54098;36464
583|"Dronningens Kjole"||2004||2004-01-16 00:00:00|2004-06-13 00:00:00|Livrustkammaren|62593;62594;62595
584|Ordensutställningen||2004||2004-01-01 00:00:00|2004-12-31 00:00:00|Livrustkammaren|70076;37100;37101;37498;38427;37499;38431;38432;37264;63338;70072;70073;37509;70075;36593;50102;70081;70082;70083;70084;66977;70074;37244;64118;36682;38870;38428;38279;56135;56371;37263;64117;61240;61239;55834;55833;55832;61238;46474;57222;37162;42852;46150;42908;56089;38857;46596;37996;57210;37998;58154;37997
585|"Brödrafolkens väl"||2005||2005-02-18 00:00:00|2005-09-18 00:00:00|Livrustkammaren|64113;43829;57883;53881;57882;67998;39427;39558;55597;55620;63974;63973;55595;43644;55640;55596;42307;42308;37108;57508;48927;64114;55621;66251;45815;47818;47817;55641;43830;55622;66252;68340;66277;46129;68315;68314;68313;68312;68311;40551;42577;36785;39074;68343;36595;68341;44436;57906;57905;57505;45773;46038;46037;41313;41312;36669;36668;42578;53548;68342;42848;63545;41599;56736;47290;56528;58073;57617;57644;57615;53886;53885;47909;46130;50111;54069;43142;43141;42209;36835;52066;51546;39176;42230;42229;55827;55826;55825;55824;47908;41467;54140;53753;53747;53744;53556;53368;52180;52106;51802;48926;47020;46803;42853;57349;41464;42259;41479;39594;39593;39508;39252;39211;39210;38057;37677;37330;37028;43618;36612;67999;46537;42803;42802;62101;62065;45597;46171;38424;38423;38422;38421;38420;54141;41694;53808;57428;63671;66276;66278;38419;57169;38418;41695;62136;46868;38409;37044;55610;57168;51696;38276;39245;60446;63284;63283;48930;45817;47371;42159;42158;63546;42161;48928;50418;45818;47177;49781;50004;47673;47536;47931;51860;38400;47178;50940;47174;47171;45192;47373;47372;48931;37189;63793;36596;55612;55613;51859;53127;48929;63792;47021;67881;67882;67883;67884;67885;47730;53181;43616;48932;48933;48934;48935;48936;48937;42154;48939;50006;43617;43619;42260;42261;53738;50419;48938;39343;39408;39349;39348;39347;39346;42851;39344;45667;39342;40615;40614;40613;40612;50005;39345;39458;43643;39958;39957;36836;36782;57291;67005;39455;45666;39469;48760;42079;42151;42150;42850;39456;66153;38452;37390;37333;37285;37284;40611;66154;37300;66151;66158;66280;66281;36876;36733;66156;38060;42849;38390;46149;38108;38104;38084;38453;37325;37299;38059;38058;38106;38105;38355;42155;36597;38107;39204;42160;37027;46804;50876;50875;49784;48946;39197;37172;42078;70190;56902;56901;48949;48948;69796;48950;48951;48947;56626;58289;48940;48941;55600;48942;39256;56627;48943;48944;55607;48945;53926;53925
586|Karl XII och kulknappen - myt och verklighet||2002-2003||2002-06-16 00:00:00|2003-01-12 00:00:00|Livrustkammaren|69989;69996;69988;69997;69995;69994;69993;69992;69991;69990;48760;46497;45418;44084;46501;48421;48422;48761;54276;69998;39619;57396;56802;42186;36663;36976;37581;56459;37784
587|Nicodemus Tessin d.y. - Arkitektur och makt i Stockholm och Europa||2002-2003||2002-09-20 00:00:00|2003-01-06 00:00:00|Livrustkammaren|61714;53627
588|Studiesamlingen||2002|2002|2002-05-06 00:00:00||Livrustkammaren|39724;41688;41876;42941;45656;46208;45876;51966;39720;51965;42816
590|På gammel Tammens tid||2002||2002-06-29 00:00:00|2002-08-18 00:00:00|Livrustkammaren|47154
592|Sweden and Europe 1632-1792||2003-2004|2003-2004|2003-10-25 00:00:00|2004-01-30 00:00:00|Livrustkammaren|67630;47358;38614;67898;51297;47351;47190;39545;37690;67901;53711;36727;62806;62807;62808;62809;62810;62811;50067;44239;42558;44240;67904;42562;60067;60068;42753;42588;42587;40569;53627;42590;59834;67902;42563;45568;42561;60069;42560;42559;60066;60065;40823;40824;40825;37712;42589;65796;48421;55544;46016;66443;66411;62782;58019;65797;58020;65795;65794;60073;58006;58007;36461;42016;55543;66017;66368;58032;58033;65732;58222;67897;47148;58005;60071;45555;45554;51296;45569;60074;61972;58021;66016;67858;37700;67856;67855;67854;65793;67853;67905;67851;68031;53876;67906;45428;62780;48761;37550;66162;67852;66444;59856;60070;65868;65867;65869;65870;65871;53884;62784;68030;60063;60064;55807;55804;68033;39181;60072;58224;66015;62843;47167;47700;40382;67894;67895;67896;67631;67810;66014;60020;60021;66383;66116;66011;66012;66013;60019;67899
594|Krigets prakt||2003-2004||2003-05-24 00:00:00|2004-01-04 00:00:00|Livrustkammaren|42077;42076;46040;46039;40607;40606;41600;42316;43625;37579;53473;44304;37580;39530;53679;53680;42242;67625;57995;57996;43624;53302;41194;53627;41193;61714;42952;40097;40098;40095;40096;47435;47436;47437;40845;40898;43623;41665;40844;53331;40914;40915;40851;40852;43620;43621;43622;47438;42317
595|Örnen och de tre kronorna||2003|2003|2003-04-25 00:00:00|2003-08-31 00:00:00|Livrustkammaren|67419;59186;49570;38614;67631;36458;36457;48174;45170;67648;44140;69093;42873;42872;49576;62532;36460;49581;45171;39545;68073;62748;52054;41991;62740;62741;62742;62743;62744;62745;52441;62747;44139;52055;44386;39317;39627;45748;42271;46554;55423;42283;62746;62780;62749;62751;62752;62753;62750;62754;62755;62757;54580;52108;47611;54579;62710;62756;50089
596|Jakten - konstnärens motiv - jägarens mål||2003||2003-05-31 00:00:00|2003-08-31 00:00:00|Livrustkammaren|48200;45532;42943;47444;37550;37551;47445;47689;67058;41084;41989;48201;64105;64106;40759;48202;67054;48177;40760;40174;39534;41083;48203
597|Gustav III:s och Katarina II:s möte i Hamina år 1783||2003||2003-05-06 00:00:00|2003-08-31 00:00:00|Livrustkammaren|38007;37084;37083;46500;37017;52284;37018;38006;38862;38855
598|Hästen||2003-2004||2003-05-07 00:00:00|2004-09-12 00:00:00|Livrustkammaren|47612;61249;45535;52979;61251;68044;48184;48183;48182;59906;59519;59514;61250;61248;61247;58425
599|Gustav Vasa tur och retur||||||Livrustkammaren|55688;47449;55697;54355;54348;54349;55698;55689;55691;54351;54350;55692;54353;55703;55702;55694;54354;69186;55700;55693;55695;55701;55704;55696;55699;70218;55712;55690;54352;57994;63394;55708;55707;55706;59345;48412;50203;56134;56736;46868;36960;50214;37582;57169;55709;55710;55711;36746;36747;36575;36748;36784;36773;50216;47515;37709;66888;48075;47510;47511;47512;47523;47514;56023;47516;47517;47518;47519;47520;47521;47513;56110;47153;39631;50089;56135;56089;56109;57168;56091;36573;56092;47522;50083;50085;50086;56022;56090;66196;66203;66887;47838;66889;47524;66885;66892;46151;66197;66198;66199;66200;66201;66890;66891;48782;46978;62698;49431;49434;37637;66886;52162;66204;43007;40763;37746;37742;37741;46152;69163;49442;66202;50772;50775;50776;50786;69999;47126;48423;49443;70035;70036;45933;52424;45901;50787;36726;66893;66894;66895;66896;66897;50771;66899;37606;42084;42085;38676;47616;56409;38738;66898;57288;38420;69990;69989;69988;38951;67727;67776;48421;48761;61244;69992;61242;69993;36628;49217;47921;47920;42325;42324;38907;36612;37044;48550;61243;56438;47836;47985;47986;47987;49257;49258;49259;49260;49261;49262;69991;49264;38419;57351;36908;46705;46706;46707;46708;49500;49501;69995;69994;49263;37800;38421;50384;50382;37184;42330;62776;62778;56138;48102;48100;50884;49502;38396;65708;61037;41420;61036;66078;69955;42351;41417;41419;46537;67735;56895;38418;38409;67912;62101;62065;45604;45597;37053;42795;50385;56896;48001;55776;43242;56906;37932;36928;36803;50859;50860;41817;38404;42047;45519;47846;45508;45509;45510;45511;45512;45513;45514;45515;45516;45506;45518;45505;45520;45521;45522;45523;45524;45525;47835;47837;47843;49664;45517;45494;45466;45467;45468;45485;45486;45487;45488;45489;45490;45491;45507;45493;47848;45495;45496;45497;45498;45499;45500;45501;45502;45503;45504;45492;69669;47844;47860;69659;69660;69661;69662;69663;69664;69665;69666;47858;69668;47857;69670;69671;69672;69673;69674;69675;69676;69677;47999;48000;69667;69037;47849;47850;47851;47852;47853;69040;69039;55627;55626;53924;47859;69038;38403;69036;69035;69034;62706;46719;46716;69996;47854;47855;47856;55620;69898;69888;69889;69890;69891;69892;69893;69894;69895;39016;69897;69227;69899;69900;39455;62703;62705;62704;37686;37685;48760;69896;55599;37700;57289;57834;57835;57615;57644;57618;55605;55606;69887;55598;69613;53919;46827;46805;46826;64109;64110;63737;63738;68112;53918;52040;68113;52050;52049;52048;52047;52046;52045;52044;52043;51802;52041;51441;46755;46754;46753;38950;39471;67438;60063;62780;37729;52042;68101;38983;68111;68110;68109;68108;68107;68106;68105;68104;52051;68102;37797;68100;68099;68098;68097;68096;68095;68094;62256;68093;68103;57737;67605;39509;39469;39464;54197;57759;57760;57761;56723;57635;67602;57703;57702;57317;57704;57636;56830;57708;57734;57765;57730;57296;39472;39473;39474;39501;57301;57671;57672;39459;39460;67604;39462;67603;39457;39500;39470;39467;39466;39458;57291;39456;57768;39461;58491;57766;56809;56810;56811;56812;56813;58486;58487;58488;56807;58490;56806;58492;58493;58494;58495;57481;57482;57483;57484;36782;58489;57779;52447;57769;57770;57771;57772;57773;57774;57775;57776;56808;57778;57767;57780;57781;57782;57783;57784;57785;57786;58485;57538;57777;46773;42112;46054;45628;66663;46780;46779;46778;46777;46776;47274;46774;42918;46772;40382;42766;46443;56464;46142;46444;42796;42816;51798;46775;41846;57352;55499;55498;45734;41952;64918;41950;42116;42110;46547;42064;56903;48193;42218;37281;55423;49842;42794;45627;45630;41694;48890;42817;46767;69959;69958;69957;69956;55705;70048;48239;46771;46770;69786;46768;69962;46766;46765;46764;46763;46762;46761;46760;46759;46758;46757;46769;37799;46721;56902;56901;56900;56899;37779;45186;36786;37801;52466;69960;46756;69961;60987;37796;57848;45815;56968;69964;38935;38936;69963;56904;37798;59387;48422;50185;46501;48888;57396;36663;69917;55878;59865;59388;67852;59386;59872;58015;59870;52039;59868;59867;59866;58274;37030;52038;52037;52036;52035;52034;52033;52032;52031;37545;51962;67851;37065;39008;68490;67857;67856;67855;67854;67853;59869;51963;49839;42182;37052;42274;41312;59871;41313;53873;49798;42420;49841;46466;49838;49184;49183;49182;49181;49180;49179;49178;49177;47529;41353;46317;55151;67392;36569;46982;39035;37596;62136;56429;46468;41354;55483;67810;41668;41667;36493;53735;42328;42335;41355;81825;82286;82285;82288;82951;82289;83026;82284;82928;82926;81885;83285;83275;82967;83261;81616;82989;82981;83257;83256;83255;84739;81817;83259;83262;83250;81931;82982;83230;81839;83233;83001;81922;81921;82986;83263;81880;81963;81805;83270;81800;81586;83269;83268;82985;83019;82987;81851;83267;83266;83265;81894;81893;81892;80969;81850;82994;83004;81828;83017;81511;81626;81823;81824;81827;81826;84733;81820;81542;81819;81523;81829;82283;83011;81527;83014;83015;82946;81830;81887;84736;82976;83000;83231;81595;81837;81554;81624;81625;81821;81836;81899;84735;81968;81832;82997;82277;82275;81802;81566;81822;84737;82265;82984;82272;82271;82270;81958;82269;82268;82267;81627;82266;81654;82263;82262;83284;83282;83281;81610;81560;82264;83239;81042;82279;82282;83238;81508;81636;81635;81953;82944;81809;81598;82280;82273;81971;82923;81967;83016;82278;83271;82276;83024;81945;82281;81947;83044;83272;81944;81567;82973;81813;81814;81604;83003;81811;81620;81603;82950;81810;81602;80415;81577;83236;81866;81559;81816;81815;81808;81956;83245;83278;83277;81812;81807;76136;81607;82993;83279;83276;82962;81946;82983;83280;83027;83273;82960;83274;81973;32432;32536;32590;32544;21639;21646;22174;24753;34393;24205;31353;24662;24644;24603;31352
600|Made in Sweden||2003||2003-03-20 00:00:00|2003-08-24 00:00:00|Livrustkammaren|49362;40215;49365;49363;49361;49360;49359;49358;49357;47069;49364;40244;49356;52618;39489;39809;51026;49311;39640;40247;42931;40243;38580;63138;46508;39620;39387;46514;40258;42131;62702;46136;45927;52845;46515;52836;50221;59428;42142;48105;40640;42110;42196;62701;49349;46670;49312;42152;39744;48117;49006;39953;39954;39955;39956;39957;41596;40213;40216;45896;45899;45137;47066;39638;46529;39958;39613;50110;46492;46510;39538;45919;52841;52838;52068;39643;54463;18080;17650;18077
601|Fest och fritid vid hovet||2003||2003-03-18 00:00:00||Livrustkammaren|64067;55502;67903;63882;63883;55819;51639;38384;38410;57708;46626;66649;45889;55506;46634;46627;51641;50075;51583;63840;46638;55444;51640;49615;49614;50779;57993;57997;55497;42240;62619;51802;67894;67895;57998;39256;46743;62162;62163;57633;57634;67936;67937;64061;37737;46742;55852;46744;46745;46746;46747;46748;46749;46750;64062;55407;44440;40823;40824;40825;61297;45572;45573;62161;45575;55853;55408;47358;67901;67902;55849;55850;55851;58128;45574;48205;37753;55994;55995;55996;57217;67846;67847;38278;48204;38867;55494;58008;58009;58010;45890;64116;57880;57881;55496;55553;60893;58129;55788;55789;55790;55791;55792;42915;55552;58127;55554;58279;42622;48421;48761;48760;41377;37016;55793;56243;49186;67878;56315;56935;68012;68013;68014;67876;68016;67875;56244;56245;56246;56247;64115;56249;44439;68015;64092;37661;37662;46136;67867;67868;67869;67870;67877;67872;49187;64093;55643;55644;55645;57650;57651;67873;67874;67871;59527;61186;61189;47167;55866;67896;45167;61180;46030;61179;59528;58975;59288;60122;58973;56283;49134;56251;45168;42239;48765;57301;64038;64039;68017;68018;68019;61181;68021;44438;54339;41946;42275;42277;42280;42287;42292;42461;68020;57801;68490;49840;49841;68011;45815;57848;55611;57879;57457;67857;46803;49838;57800;62593;57802;57803;67921;40293;67922;67856;67855;67854;58018;67853;67852;46011;46828;49177;40382;39314;55508;55509;55510;55511;57226;57395;64036;64037;49839;46130;36520;49178;49179;49180;49181;49182;49183;58017;58016;39181;62595;49184;62594;46129;38354;50074;56248;55659;67850;48982;67848;67849;38385;38361;38360;38358;38351;38349;37013;47719;46010;51799;37318;38359;47594;37143;47720;62130;62131;67851;37024;62129;37095;47593;84744
602|Unga riddares rum||2003||2003-04-25 00:00:00||Livrustkammaren|66286;66127;66128;52900;66465;65796;56982;63036;41207;66443;65793;65794;62782;65797;66416;65846;66313;59797;59798;59799;65745;61978;65795
605|Instiftande av ordensväsendet i Sverige||2003||2003-03-06 00:00:00|2003-12-01 00:00:00|Livrustkammaren|61240;61239;61238;46474
607|"Per Brahes färd"||2003-2004||2003-11-21 00:00:00|2004-04-18 00:00:00|Livrustkammaren|41103;41102;55230;41770;52854;40861;50267;44448;41111
609|Silver - Makt o prakt i barockens Sverige||2003-2004||2003-11-23 00:00:00|2004-02-29 00:00:00|Livrustkammaren|56014;47001;67899;67898;67897;54098;37690;67630;55582;56279;56278;56378;56377;56399;40429;36727;64071;67626;54099;65293;65292;65291;65290;40090;62156;40174;62157;42881;67629;62152;64070;40089;48182;56392
610|"Barn och krig - krigsbarn eller barnkrigare"||2004-2005||2004-03-25 00:00:00|2005-05-31 00:00:00|Livrustkammaren|59510;59509;44304;57546;59508
611|The Moscow Kremlin Reflected in its 800-Years History||2004||2004-02-12 00:00:00|2004-05-31 00:00:00|Livrustkammaren|56957
612|Om underbara underkläder..||2003-2004||2003-12-21 00:00:00|2004-03-28 00:00:00|Livrustkammaren|70080;70078;70079
613|Clash of Empires: The British, French and Indian War, 1754-1763"||2005-2006||2005-05-01 00:00:00|2006-04-15 00:00:00|Livrustkammaren|57195;57196
615|"Vi har ju mötts förr."||2004-2005||2004-04-17 00:00:00|2005-03-31 00:00:00|Livrustkammaren|58918
617|"Från Topp till tå", Nationalmuseum, Läckö||2004||2004-06-05 00:00:00|2004-08-29 00:00:00|Livrustkammaren|64061;64062;55860;54171;55859;67938;63878;57705;63929;63928;64066;67939;63932;63933;54172;64063;59767;59763;64011;64010;56006;55844;59762;59761;59759;59760;64065;37699;37689;37705;37711;36699;56265;56266;36460;36670;63879;37502;64064;57706;57266;59758;41764;56385;56381;57335;59757;57312;37819;62151;58203;37498;37684;54173;54174;42253;37550;62150;47686;37648;46411;38869;37057;37712;38614;37501;47685
